call_id,caller_person_id,receiver_person_id,caller_phone,receiver_phone,call_timestamp,call_duration,call_type,caller_location_id,receiver_location_id,linked_case_id
0d5a4692-6f87-4bce-8d8e-c6ba5aa91f82,5629d060-1b25-465e-a809-ac44e2184e36,c84075c7-278d-44dc-9a08-6a1d2ae63c22,+91 5992335956,+91 7215254076,2024-12-29T21:57:37Z,304,voice,256aab43-0c6d-401c-b922-b756b4f3c7f1,256aab43-0c6d-401c-b922-b756b4f3c7f1,
75e22bd8-4dfa-4f09-ab3e-d227c36a8814,227cf141-3ec6-4425-bb88-489f21119a4b,5d4e95f6-a5b7-458f-bb96-16b83c313283,+91 9121472865,+91 1058558592,2024-07-08T09:48:37Z,82,voice,677b943d-7828-4146-9dbe-db090c179e46,677b943d-7828-4146-9dbe-db090c179e46,
bfddb26d-9d7a-4b97-a8e3-a08942987a55,43d6d5e5-4069-49b1-adf2-92508b4c5713,dbc22767-0785-4297-b272-1aa7aa9f3528,+91 1564437063,+91 2818190418,2023-11-09T15:54:08Z,276,voice,88f5cf00-b2bf-4ddd-9579-e495c6cecc0c,88f5cf00-b2bf-4ddd-9579-e495c6cecc0c,
3a68fdf9-def5-4d90-829f-879d7ca7aae2,e65d5b8c-5112-4c21-9377-cf405105346f,3b9d407c-f589-4074-a783-0b6544c53a15,+91 4294279559,+91 3731731504,2023-11-30T18:28:41Z,281,sms,dd569924-080f-4344-80fb-cdbb7bc41e6a,dd569924-080f-4344-80fb-cdbb7bc41e6a,
da8f0222-a5d2-4087-bd5f-c35526a08d2e,e1beaf71-9083-44d6-bf40-81271b755321,27d5070b-c246-48cc-8b84-baaaf02ab95b,+91 9846045965,+91 1047164120,2024-10-12T19:59:43Z,342,video,736c90c6-9a18-43b8-bb0f-6bcf33dc8dab,736c90c6-9a18-43b8-bb0f-6bcf33dc8dab,
a8dc98c2-c3e4-42ec-983b-cc1df0ce2f4e,23b2c16e-a372-4057-94cd-b19071edd156,d89d4677-b509-42a7-b8bf-f03bf9012399,+91 1686609252,+91 4682202773,2023-09-10T13:18:47Z,109,voice,3bcf3cb2-15e9-4118-b082-241e75e7f818,3bcf3cb2-15e9-4118-b082-241e75e7f818,
52e8216b-a330-4c99-aae3-57703fb3f978,b681e7e8-fb53-41e2-a5e0-137f14ae1cb4,04d36625-b5aa-4286-a543-bf880a885eb0,+91 5701810202,+91 8348432061,2024-02-20T09:22:56Z,235,voice,cca2418e-5650-42dc-add4-f55d74d47fd4,cca2418e-5650-42dc-add4-f55d74d47fd4,
f34384bd-aea2-42ad-91ee-ede050158b58,1fb07f3b-fccd-4edf-81e9-49e79dba6cf5,c30f93fc-7588-4e08-8137-c727286b8da5,+91 8640229520,+91 6088963701,2023-09-01T20:34:49Z,173,voice,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff,
59ee0811-c581-40ba-8da0-bb3b5d4064a8,19fddd5d-fe03-495e-9dfc-a0cd6d93d52d,5a14c393-ced5-4851-a7b1-b3ac69a36268,+91 7566104213,+91 5444475200,2025-03-25T14:29:16Z,129,voice,6f3b90d6-bf47-4007-b91f-248aa5d7305f,6f3b90d6-bf47-4007-b91f-248aa5d7305f,
532962d2-59c9-44a2-9273-990b5e44b2c4,2eb8c7d9-3c1f-46ff-948d-f3c71d400539,77aad506-ed85-4020-b1ad-088e8176cfcb,+91 1056891719,+91 2877658893,2025-04-21T11:00:46Z,387,voice,d0184a09-161d-4442-9ae0-17c96fb4622e,d0184a09-161d-4442-9ae0-17c96fb4622e,
93464f0b-468b-4c7c-9d84-0dffe00dea42,f227f6b2-166f-413b-8e2a-82ff5d243d54,d4bdc227-5886-47f4-ac4a-8e51fe760643,+91 6335970745,+91 3028760417,2024-11-15T15:42:56Z,130,voice,6f3b90d6-bf47-4007-b91f-248aa5d7305f,6f3b90d6-bf47-4007-b91f-248aa5d7305f,
48de4d14-84d2-4955-a9dd-cbe8f08628f1,b130424e-a079-43fc-ae7b-9de36b066ebb,29266a84-f9ab-4a29-9079-4cc1dad9b121,+91 1173052073,+91 9548750595,2024-12-29T13:04:13Z,148,voice,5e7265f2-e024-4948-ae97-9577296c20d5,5e7265f2-e024-4948-ae97-9577296c20d5,
42540925-e208-4922-af70-9d2986d4754e,e00f17dc-bce4-4dcb-8982-0fa8a8456620,01ab5fce-8a23-44a9-97a4-7a2ec28875b0,+91 8039988150,+91 9190256520,2023-06-03T07:21:53Z,153,voice,db717a45-5491-48ac-ab83-6c494e47532c,db717a45-5491-48ac-ab83-6c494e47532c,
9c76f7b4-87a5-47cb-bff7-cb6703d3b594,d4bdc227-5886-47f4-ac4a-8e51fe760643,f227f6b2-166f-413b-8e2a-82ff5d243d54,+91 3028760417,+91 6335970745,2023-12-19T18:21:35Z,84,voice,6f3b90d6-bf47-4007-b91f-248aa5d7305f,6f3b90d6-bf47-4007-b91f-248aa5d7305f,
35109bbe-b398-4624-bb8f-c15247d375b9,962061f8-7a5c-4543-b468-5740d2455ac9,5bac2cac-75e9-4981-98e1-8b843874d8fd,+91 5239912891,+91 3631299515,2024-01-08T12:57:33Z,177,voice,5de0aec7-f8dc-425d-8e90-d5e96c9c6fb3,5de0aec7-f8dc-425d-8e90-d5e96c9c6fb3,
1b32da94-0ecc-44ff-956f-2c8adc676d55,350bb542-e27a-4b06-8d0d-59a89b7aee0d,dd685174-79f5-41c4-aae0-359e85ce3bf4,+91 1893950708,+91 8699758288,2024-11-10T17:30:36Z,218,voice,399368c8-c978-469c-be30-609d71bcffc7,399368c8-c978-469c-be30-609d71bcffc7,
43c09198-f8d5-4375-8ca9-a4ca5585af27,58796a3b-821d-4185-8914-303664d5ccba,a607336d-9b99-4117-a56f-57962cd30dfc,+91 3229105776,+91 6806658145,2023-11-11T06:27:33Z,107,voice,52af94bf-29a6-4158-b962-6a4fcd19d2be,52af94bf-29a6-4158-b962-6a4fcd19d2be,
484fb636-f038-4801-8f83-574212f293df,2e71c4a0-ae70-4010-a211-112e4f70c8b4,6481c463-ebb9-4640-8c39-9dc17ae5678d,+91 8701118705,+91 2163131826,2025-05-31T12:28:51Z,290,voice,52af94bf-29a6-4158-b962-6a4fcd19d2be,52af94bf-29a6-4158-b962-6a4fcd19d2be,
30513f16-34b7-43ba-98bc-57abef94edd6,91db5532-1569-4fd6-9b68-ea6d0864625e,7b52549d-ed07-4e02-8e14-0645be9bb1ab,+91 4231969645,+91 7680096982,2023-07-21T07:07:13Z,204,voice,f5286c50-0096-4347-8bcf-6a7390ccf886,f5286c50-0096-4347-8bcf-6a7390ccf886,
f227c95f-e767-41fc-b401-d433bbf32ded,95b5b15e-2803-49b7-9e72-e8e8d08bdd0a,b02f1385-c313-4d11-9483-30beaaf05bfb,+91 6146691709,+91 3282664286,2024-04-13T06:58:48Z,57,voice,5afe0c58-ef26-4319-883f-658b513ec377,5afe0c58-ef26-4319-883f-658b513ec377,
637aead9-2fba-4412-9fe2-0ebbb308ca2b,d809d4bc-614c-43bd-a7b0-d5abe76e36e6,0802925b-2aa8-4638-abd4-2bfabd1e99f5,+91 0076806168,+91 6538103351,2023-10-05T14:04:19Z,226,voice,79815ee3-1b5e-458f-bab4-9cfefbbc415d,79815ee3-1b5e-458f-bab4-9cfefbbc415d,
4f873433-8601-40c9-af94-cebcbf28d0dc,49711703-a162-45ea-8484-e600d2fc60b9,28480630-a38b-4d39-b5d8-34d1a8e49e67,+91 0247205715,+91 9197853221,2025-01-17T18:09:32Z,211,voice,1969e447-bf24-4d61-88f9-2ccf451da1f9,1969e447-bf24-4d61-88f9-2ccf451da1f9,
618343ab-5570-4fee-a1b8-042666860305,0a1b99f1-1274-43bf-ad88-64f2887c6641,51e1dc18-3ead-425c-b637-9a7c7fd8b9a2,+91 2508436901,+91 8965575282,2025-05-18T06:50:27Z,68,voice,a684d76b-fc88-4771-ac63-cb6776a45e23,a684d76b-fc88-4771-ac63-cb6776a45e23,
8fc13a45-a0a8-4fe6-91ca-5b41f035e2e9,dcb5fa28-849b-4f4c-b099-f2c540a9bdbc,aa3633ce-4cc8-4523-b090-611e09ceafe9,+91 1524400315,+91 7029051000,2023-07-19T14:01:56Z,159,sms,4a112051-0cf1-43ef-beec-1a7e9a17cc89,4a112051-0cf1-43ef-beec-1a7e9a17cc89,
37452bbb-1f98-445b-a4f4-a0a462c199e6,47584d4b-524c-4696-b0a4-4445638f24a6,d1f8d02e-22bd-47c9-af5f-de128d51a78f,+91 9197777111,+91 4867716299,2024-03-22T20:09:03Z,145,voice,acf95cbc-185f-41f6-abd6-8eae56de4478,acf95cbc-185f-41f6-abd6-8eae56de4478,
92fa31d4-1675-4ec6-b280-a49ed280f0ee,e5c6872c-a94b-4b96-a0a8-5b20251e6c05,a249f1b5-82e1-4c5b-a594-3a1738f6cd01,+91 1840437024,+91 4933387064,2025-01-04T10:06:06Z,188,voice,9c3ab627-7bf2-4906-a00a-aa7a9d1113bd,9c3ab627-7bf2-4906-a00a-aa7a9d1113bd,
6a39343d-7fe5-4187-8961-874f0b415210,d06d2263-8e37-4e7b-8d00-e8d5e0999b11,ffb11dae-2aff-4e98-8384-6b2169e79785,+91 3205653974,+91 4024479794,2024-05-16T13:11:27Z,19,voice,943731aa-f7f4-45ff-b9ae-48f396e860e0,943731aa-f7f4-45ff-b9ae-48f396e860e0,
ea465bad-ad10-4eaa-9ff0-c17c2086d4be,7d962261-13f4-41e9-ae30-d1c184907186,6a1dcf18-6c4f-44c3-a14b-752c80221fe0,+91 6207454611,+91 8293472169,2023-11-21T16:34:57Z,205,voice,433d1091-50e0-46d0-b34d-21ea36046dae,433d1091-50e0-46d0-b34d-21ea36046dae,
b551ef2c-898c-4ead-aab3-48aba4d195f5,1f49bc14-1cf3-481e-b071-6ba97b1c6291,6d11ea59-c9d2-446d-9add-738de9387a76,+91 5293360932,+91 0875339021,2023-10-01T21:57:58Z,95,voice,6e52fc9a-f78d-4af7-8767-7e8f2a460895,6e52fc9a-f78d-4af7-8767-7e8f2a460895,
b10427a6-a7ab-41df-a4b8-f221d3ed9d0c,4bd924a0-4163-4b8e-8fe2-47caadf44a76,16d747d1-ae70-47ff-855b-dad7f0c560f3,+91 4593250585,+91 3677037724,2025-03-10T20:33:47Z,86,voice,602d9768-51c6-48ac-b514-d39a38aa8cab,602d9768-51c6-48ac-b514-d39a38aa8cab,
14413d3b-8359-497d-b47c-1eba426ff9d6,3825ab70-12aa-4106-a930-22299c410992,e1a9fc92-0f4f-49d6-9e84-07fcd7de5739,+91 6534618191,+91 8472141259,2023-08-12T10:17:47Z,432,voice,8670bb15-32d0-4ae2-b883-f73d786b4229,8670bb15-32d0-4ae2-b883-f73d786b4229,
e848e99c-82b9-42c7-b325-fd34d3093e8b,364b2ffc-1f61-4f75-b2a9-e62bff4dde82,8e67f739-b948-4323-87be-fbb43c956d26,+91 5201926628,+91 1891719698,2024-05-28T07:56:14Z,126,voice,433d1091-50e0-46d0-b34d-21ea36046dae,433d1091-50e0-46d0-b34d-21ea36046dae,
b2847b45-7315-40a4-a645-886aefd7f66d,7ed3b0c0-5f7f-4da6-a8fb-e0a4925b051d,cfda4258-bc47-4c3a-86ab-f83d8cf5d706,+91 9275096777,+91 5984600679,2025-05-16T13:28:38Z,156,voice,d6543cb1-8eae-431f-aa0f-426dc3d2d8aa,d6543cb1-8eae-431f-aa0f-426dc3d2d8aa,
2b750224-1579-45c9-91ce-e9cb99795114,58ecf8c3-7cbd-4272-94cf-71943dc33e96,ffed9e70-f0a4-4834-8f50-4bc97419656a,+91 4272645352,+91 7560829763,2023-09-16T18:35:18Z,212,voice,f5286c50-0096-4347-8bcf-6a7390ccf886,f5286c50-0096-4347-8bcf-6a7390ccf886,
fb3f44b0-1c2c-4089-95c1-e96f4c634d0f,26bf84c5-8e0f-45cd-8b7c-bb0ab1e26619,9d959c82-2eb6-4168-be1b-ea50a75d69ff,+91 3653231107,+91 1456192144,2024-06-21T10:26:54Z,312,voice,5fe5dbf8-7a2a-48e8-9772-3cf1d29df5c4,5fe5dbf8-7a2a-48e8-9772-3cf1d29df5c4,
adfe0572-ac61-4180-8c39-3159b528dcb7,9bfb83ac-4338-41a1-b26f-687bdfee0cf9,b1b779b4-5091-4564-805b-d31ec6cfe9f5,+91 5839661468,+91 5343353858,2024-03-03T16:06:51Z,155,voice,e470d50c-9ba3-4608-9d67-59d10e5ce261,e470d50c-9ba3-4608-9d67-59d10e5ce261,
b133d65e-37d3-4803-bdac-a35ca8618047,2a0fc983-2196-4f12-8630-2ebaeeccb756,527acfb6-d569-437a-93dd-9ffe15d94950,+91 6414296082,+91 8039892557,2024-10-14T21:54:29Z,111,voice,fefa7954-f048-4a1b-abb2-bc926dfdd123,fefa7954-f048-4a1b-abb2-bc926dfdd123,
bcb990f3-faa0-4649-939a-b6618e8ac6d0,06514163-b3cc-4dc6-a43c-55f2ea34bc43,42264fbd-e6e7-47a8-9897-1ac8b15c07f2,+91 5609371429,+91 4306419831,2025-04-17T21:24:17Z,228,voice,fa611201-3cf8-479a-86a9-0a3dd9f725ff,fa611201-3cf8-479a-86a9-0a3dd9f725ff,
747a3c5f-1ac0-4903-803a-6314d55d7c76,4fa35cef-6f98-4ed5-b763-3eb779c41507,ab128c37-62b3-4a8d-8c3b-029145f00505,+91 5984912390,+91 9254296904,2024-04-21T17:22:07Z,323,voice,cf211dcd-89bd-42b4-9672-5311955f96e7,cf211dcd-89bd-42b4-9672-5311955f96e7,
383820d5-e933-42b6-96d5-541b2f61ff8c,e09a94ed-6067-4778-b7ac-c1d10524a523,e083e15f-9b47-4fd8-98ab-6971ee549401,+91 7445765232,+91 9071551262,2024-09-22T19:08:18Z,190,voice,5d59a820-d519-48f6-8e6a-e6c34bb77689,5d59a820-d519-48f6-8e6a-e6c34bb77689,
7259092d-8cf3-4604-8d5c-1bc923981534,16817167-1c76-444a-b3c0-c65e54712a2a,6bfc4329-68a0-4317-9c16-a40b7be04ac2,+91 6312297766,+91 9030695300,2024-05-24T10:17:01Z,206,voice,86fefb20-41f1-4cf7-8888-b9afdb990b01,86fefb20-41f1-4cf7-8888-b9afdb990b01,
283365e5-ce3a-4c05-aec7-d4cc4880a8e3,13e6c2ab-5fd2-41ba-acc5-6113b9b3c0b8,195188b6-490a-4f89-932f-0a1f50aba928,+91 2567592821,+91 2172372471,2023-07-04T17:04:35Z,232,voice,256aab43-0c6d-401c-b922-b756b4f3c7f1,256aab43-0c6d-401c-b922-b756b4f3c7f1,
b9384ee9-83b5-4e27-8e1e-f0ca02ed40aa,c19499fd-d9ad-4d81-9fdc-ff1b207207ca,c83827a6-de1d-4e19-96c3-d88e7b117ea4,+91 3607786282,+91 8925387055,2024-02-03T16:44:47Z,144,voice,67ddcf81-7426-497f-b284-f589da94258d,67ddcf81-7426-497f-b284-f589da94258d,
3f0d0a48-6b31-46f8-80bd-7b7d9d5ea222,4bacb239-386c-43cb-80c3-104d0d8efd44,7028e7b0-a201-475f-9291-2588f234230d,+91 4871598089,+91 1262378339,2024-11-07T12:55:34Z,178,video,d0184a09-161d-4442-9ae0-17c96fb4622e,d0184a09-161d-4442-9ae0-17c96fb4622e,
c6442f9c-a1f9-41f6-9cfc-aadb764c4dec,0114128c-ec6e-4071-bdc3-f5c5664b0ed6,598b970f-3219-4a29-a843-eb1703d9bcc2,+91 4580451028,+91 8626431450,2025-03-22T09:11:01Z,278,voice,e137e7b2-7e1e-406d-bd4d-ca4981740883,e137e7b2-7e1e-406d-bd4d-ca4981740883,
be247511-4a7e-4eea-94ee-82d1489dd857,877e4601-9661-482e-a4b7-9164a85e4d3d,43d6d5e5-4069-49b1-adf2-92508b4c5713,+91 0759588723,+91 1564437063,2023-09-14T16:32:23Z,165,voice,88f5cf00-b2bf-4ddd-9579-e495c6cecc0c,88f5cf00-b2bf-4ddd-9579-e495c6cecc0c,
a92f35db-d1f3-45a9-93f8-bd1fc5eca408,e3bada65-8b55-4a30-85a2-dc6fe9ee3558,4be433a6-e91f-404d-b1bd-7d3d856145d8,+91 5667833398,+91 4361055585,2024-09-26T07:02:00Z,257,voice,6e8456de-2415-4692-a9b7-33d42569b6d5,6e8456de-2415-4692-a9b7-33d42569b6d5,
3673368a-8cab-40e9-8ce1-e6c59b815f28,d38b4c7b-07f2-4d42-b1c9-2ce4aa58d814,350bb542-e27a-4b06-8d0d-59a89b7aee0d,+91 7972406834,+91 1893950708,2023-12-09T15:34:39Z,45,voice,399368c8-c978-469c-be30-609d71bcffc7,399368c8-c978-469c-be30-609d71bcffc7,
a85c69de-d2da-4c04-b00c-d80008f48677,a5ae5e74-58f0-41c4-a661-a7d6740a7ed4,387dd86b-e4bf-4078-8e6c-58b01a334de2,+91 3253469881,+91 3591609572,2024-12-14T10:36:24Z,60,video,fefa7954-f048-4a1b-abb2-bc926dfdd123,fefa7954-f048-4a1b-abb2-bc926dfdd123,
cc04fa3c-410d-4b34-a5b8-c831b24a5405,7d9588a6-ed36-4e65-a049-b78ff1fed110,074205e4-695a-49ad-8587-d67af4f735c7,+91 2824492483,+91 7024565702,2023-07-24T10:57:35Z,151,voice,dcab7c79-270b-4d35-ad1e-3714b5b3d15b,dcab7c79-270b-4d35-ad1e-3714b5b3d15b,
b68af6b9-f10a-4d45-9ecd-e9cf611281b1,cf865f6e-eb7f-4aa2-8d15-965cca44e970,064b6d4b-a2f0-4c7b-ab20-06ef150cdd64,+91 5704477632,+91 5169734245,2024-11-02T13:12:32Z,303,voice,b32c5e6f-8770-4d7f-b94e-fd0dadf72904,b32c5e6f-8770-4d7f-b94e-fd0dadf72904,
fca516a9-8c2e-477c-9f05-c6b3b35b74a4,b0fb70c1-4e38-4b7e-b853-2fa141291205,e00f17dc-bce4-4dcb-8982-0fa8a8456620,+91 5724611079,+91 8039988150,2024-01-26T14:25:39Z,209,voice,db717a45-5491-48ac-ab83-6c494e47532c,db717a45-5491-48ac-ab83-6c494e47532c,
987e5d30-17f5-48e8-9597-ddab47303c85,962061f8-7a5c-4543-b468-5740d2455ac9,5bac2cac-75e9-4981-98e1-8b843874d8fd,+91 5239912891,+91 3631299515,2023-10-28T10:58:30Z,183,voice,5de0aec7-f8dc-425d-8e90-d5e96c9c6fb3,5de0aec7-f8dc-425d-8e90-d5e96c9c6fb3,
6d6caba2-3065-4d69-b47a-a40ba04b8cc1,da42248e-bb7b-4a97-9912-fd9aac5842f0,5126cc62-b59f-41b6-8efd-c67a432b7a2c,+91 0205364065,+91 1616182837,2023-07-24T15:47:12Z,231,voice,f5286c50-0096-4347-8bcf-6a7390ccf886,f5286c50-0096-4347-8bcf-6a7390ccf886,
c4e1d110-91d3-42ce-bc70-60878a2aab95,1c65f241-23ff-434a-9d9f-987bbe697486,7028e7b0-a201-475f-9291-2588f234230d,+91 7187929355,+91 1262378339,2024-06-16T20:54:26Z,154,sms,d0184a09-161d-4442-9ae0-17c96fb4622e,d0184a09-161d-4442-9ae0-17c96fb4622e,
ab438570-e269-463e-9daf-36263629cd34,064b6d4b-a2f0-4c7b-ab20-06ef150cdd64,d24a0454-0ea7-4723-a04e-8a885e6806fd,+91 5169734245,+91 1615054435,2024-01-13T07:26:58Z,327,voice,b32c5e6f-8770-4d7f-b94e-fd0dadf72904,b32c5e6f-8770-4d7f-b94e-fd0dadf72904,
4c148507-fa22-4cac-9c23-d4fc14aee735,a9af8e6a-6122-49ba-92d6-a7fe993d3370,c01ed628-489a-4805-9c4f-5a34da05d3f8,+91 7474539378,+91 8337893626,2023-12-21T11:03:54Z,100,voice,2ecaeff5-cb3f-4727-8062-b27a7b63af15,2ecaeff5-cb3f-4727-8062-b27a7b63af15,
95c61a6f-2e96-4710-9342-eb563aa70041,4b31fe9e-51b2-4287-911f-2e21b982d0de,396f5d8e-cd43-468f-9ea0-bec450e6db71,+91 2270015725,+91 0358629977,2023-06-14T09:06:14Z,89,voice,602d9768-51c6-48ac-b514-d39a38aa8cab,602d9768-51c6-48ac-b514-d39a38aa8cab,
6b8a112e-7f3c-41e7-bc4b-00532cd7d00b,a863fe66-6b5f-4161-a08e-b86004e3f38e,3fc017d2-08cb-4e64-8ac6-678a1612aa6b,+91 2081654454,+91 3414764680,2023-07-08T19:49:04Z,227,voice,abc3dac6-1bb5-41f9-bb42-3e43194cf9ca,abc3dac6-1bb5-41f9-bb42-3e43194cf9ca,
6255a2a0-c26b-4fdf-a3dd-f6df5c715a30,5a6f730b-aff6-4672-843f-6f051b6ca392,3861c7c1-b2d7-4ae5-b1e7-71c397e5785d,+91 4272813317,+91 4366656431,2024-05-25T13:25:36Z,79,voice,3bcf3cb2-15e9-4118-b082-241e75e7f818,3bcf3cb2-15e9-4118-b082-241e75e7f818,
0b47e2a0-8509-453e-9755-d976746dc540,c5e16f2f-973d-40a6-8c8d-3ac71445e741,0dac34c9-87da-4f5d-84ae-d23c900dd240,+91 5581716062,+91 4456559628,2024-08-28T11:39:22Z,313,voice,d476c65b-b5f7-4b45-92c9-9d055266a324,d476c65b-b5f7-4b45-92c9-9d055266a324,
f9fcb708-72ad-485a-b757-22ee830de710,94af256f-d5fd-4556-854e-8489e90e316e,ad8dfa60-1332-479b-8c85-4620bd0b02c0,+91 0858814020,+91 9793029058,2024-03-02T09:36:44Z,276,voice,3bcf3cb2-15e9-4118-b082-241e75e7f818,3bcf3cb2-15e9-4118-b082-241e75e7f818,
0d2a8e16-65ac-4fd2-a704-ea661f43b8f8,527acfb6-d569-437a-93dd-9ffe15d94950,2a0fc983-2196-4f12-8630-2ebaeeccb756,+91 8039892557,+91 6414296082,2025-05-20T03:46:15Z,107,sms,fefa7954-f048-4a1b-abb2-bc926dfdd123,fefa7954-f048-4a1b-abb2-bc926dfdd123,
537f88fc-5780-4412-94e4-24e3ed243cda,454733be-201b-4f37-bdc8-fabcf42fcd20,2462c2eb-1f1b-47a8-8162-d3130384be69,+91 8894305959,+91 6011561476,2023-08-10T20:42:10Z,52,voice,0d0270bd-2e73-46ba-8a90-6a03ed0586b6,0d0270bd-2e73-46ba-8a90-6a03ed0586b6,
07f86566-6716-4f7c-bd28-40ae91981dab,3d8a7250-d534-434f-ae00-6055e418cad8,82065349-ff08-4486-89fe-632d2c2fdb48,+91 3742670695,+91 4976931432,2024-02-13T21:07:06Z,115,voice,0c59af77-a212-46d4-b2dc-84da2b403d3c,0c59af77-a212-46d4-b2dc-84da2b403d3c,
8dde6d2b-923b-4795-884e-c0f9ea515059,c23cbb4a-73f7-4e5c-bd92-26576675c2e2,680e1ca2-6ef9-42fb-b8e8-7d767fdf2fac,+91 5187746406,+91 8891427513,2025-02-01T19:00:22Z,356,voice,961cb9df-ce49-4bb0-bab6-f5d0d1bee9b8,961cb9df-ce49-4bb0-bab6-f5d0d1bee9b8,
01146834-aada-4d9d-a213-1e66aabf3f91,1f49bc14-1cf3-481e-b071-6ba97b1c6291,6d11ea59-c9d2-446d-9add-738de9387a76,+91 5293360932,+91 0875339021,2023-10-13T19:02:28Z,182,voice,6e52fc9a-f78d-4af7-8767-7e8f2a460895,6e52fc9a-f78d-4af7-8767-7e8f2a460895,
86ccb311-7db1-4bc7-bba7-595f98806673,95d0131b-b6e1-4aea-9a27-b55c3d7e1723,17af9a5e-69fe-4bf4-ab33-d573933a7e3e,+91 5677493569,+91 9668668816,2024-01-20T07:57:06Z,252,voice,c49dcf9b-a287-4147-9eb8-e168df91c147,c49dcf9b-a287-4147-9eb8-e168df91c147,
b40d20e3-a041-4f78-8ef8-50973922f6bc,39967684-7922-4d5f-a5c0-c1f2a4d2eb10,deae4823-68b5-44b6-964e-e48543f0c8e6,+91 1529678381,+91 8426289811,2024-10-22T10:49:17Z,317,voice,86fefb20-41f1-4cf7-8888-b9afdb990b01,86fefb20-41f1-4cf7-8888-b9afdb990b01,
3e5b8b57-f36a-403d-8e66-0ba37d8c7794,de9374f9-f552-4fea-885f-b2e152b8fd66,f8bdf84c-3962-4029-8e72-77dcf524ef77,+91 4763949995,+91 3866498161,2025-05-25T03:16:25Z,210,voice,30a28f6c-c417-4a0d-bbab-ea3cbe4771ab,30a28f6c-c417-4a0d-bbab-ea3cbe4771ab,
a3b76706-b9a5-4e55-a073-773e3ad4b7a0,f7baa479-4b50-4bc4-b605-993f40b1ec07,47635c92-ffa4-4fc8-b344-531214f40b95,+91 3602331079,+91 6876628286,2024-12-29T19:50:55Z,233,voice,f5286c50-0096-4347-8bcf-6a7390ccf886,f5286c50-0096-4347-8bcf-6a7390ccf886,
cefd6945-06dc-4862-b915-f3e6f99984db,1b111e25-53c0-40af-865e-3aa37a4c2c86,b161c0fb-0147-4963-a69e-348e783cd87a,+91 4565002751,+91 7267505131,2024-05-29T17:29:27Z,415,voice,62b16554-83b1-4666-9e75-be493be17615,62b16554-83b1-4666-9e75-be493be17615,
eeb5fcfa-9c83-452a-863f-7c4e59205282,e2d76151-3686-452b-b77e-22284bd5ee00,11f66c15-42c7-4d15-9e72-09f72d5ac4bf,+91 0760018765,+91 3006387853,2025-02-22T07:47:23Z,358,voice,136eff02-aaa9-4d02-9322-e157b879657b,136eff02-aaa9-4d02-9322-e157b879657b,
0e942082-cfa4-4815-96a9-33f8f468d887,bd8f8771-5183-4e45-bdc2-47769d743b6d,e1631865-a6e0-42ba-8241-0fb34d3cd2d5,+91 2978793802,+91 9325036097,2023-10-21T12:51:55Z,56,voice,70541888-79db-48a8-84ec-0f9f8ce6d7d8,70541888-79db-48a8-84ec-0f9f8ce6d7d8,
b24ea576-451e-4df0-89d4-47c6f5092b43,46cf126c-dd3b-4a9a-b58a-14ba3169de56,8f36170a-27bf-4b8e-b9eb-13a11e0a58cf,+91 3247974030,+91 6576225482,2024-11-22T19:13:12Z,64,voice,5142d1c6-96f2-49c3-9a7d-0db46d67442c,5142d1c6-96f2-49c3-9a7d-0db46d67442c,
46f324a6-d837-4d2b-83f8-34c06c514ea6,86f3c9eb-4912-4dd6-af68-1e929bab1262,3e42409b-e1ab-442a-9ffd-c75a3f7ddc96,+91 7723906488,+91 9334639505,2023-11-24T16:07:47Z,162,voice,b32c5e6f-8770-4d7f-b94e-fd0dadf72904,b32c5e6f-8770-4d7f-b94e-fd0dadf72904,
2a931585-2770-45fe-ac1b-add94f79b2a4,f227f6b2-166f-413b-8e2a-82ff5d243d54,d4bdc227-5886-47f4-ac4a-8e51fe760643,+91 6335970745,+91 3028760417,2023-12-23T14:44:51Z,173,voice,6f3b90d6-bf47-4007-b91f-248aa5d7305f,6f3b90d6-bf47-4007-b91f-248aa5d7305f,
081f5979-548a-4e09-9c38-245cfb749d51,5316156b-196d-4335-8a2b-336865fd84ef,38f3835d-dbc8-4d65-9ac7-7b55580d0924,+91 3475014293,+91 4665783363,2024-07-08T16:39:11Z,190,voice,c059e218-b273-4941-8842-7fa64f52a475,c059e218-b273-4941-8842-7fa64f52a475,
88213d24-86a3-41f9-b81d-2ec5d10827ab,950a52da-4854-412c-a6bf-4f7e6f93cbb4,4e23666b-e908-419c-8413-cc86957ec667,+91 4827629322,+91 9155819227,2023-12-17T21:12:31Z,156,voice,b9753cbb-9cd4-451b-9705-22cc5bde2d04,b9753cbb-9cd4-451b-9705-22cc5bde2d04,
0d2d6706-f761-4377-a74f-5763e223d563,6b74afbd-79cf-4683-b6f5-e31b054f4a0f,68b5f557-0e71-4db7-9e1d-1752bc421e6a,+91 3256138252,+91 4906366198,2023-07-22T09:40:56Z,197,voice,3548beb9-6adf-49db-968e-bb7eea1585ad,3548beb9-6adf-49db-968e-bb7eea1585ad,
