person_id,aadhaar_id,full_name,first_name,last_name,gender,date_of_birth,age,city,state,occupation,email,marital_status,household_id,family_role,notes
22ab3170-a8ff-458b-9643-7da72b4583ac,AADHAAR-SYN-6295-5989-4651,Sameer Srinivasan,Sameer,Srinivasan,Male,1999-08-19,27,Davarpar,Uttar Pradesh,Retired Government Employee,sameer.srinivasan34@gmail.com,married,64a79965-2f13-4524-a122-8eb0968a4a7a,head,
a0b2e389-447f-4946-aaae-96dc8f928def,AADHAAR-SYN-2442-0659-1813,Aarav Vohra,Aarav,Vohra,Male,1983-01-05,43,Kanakore,Uttar Pradesh,Accountant,aarav.vohra@yahoo.com,married,114aeb7a-2e81-47ef-b3ab-8094a4ce0fbb,head,
d11fb4fe-9535-477c-9e64-bd42f780aee7,AADHAAR-SYN-2542-9653-3608,Satish Gokhale,Satish,Gokhale,Male,1989-12-11,37,Kanakore,Uttar Pradesh,Salesperson,satish.gokhale@gmail.com,single,114aeb7a-2e81-47ef-b3ab-8094a4ce0fbb,spouse,Duplicate entry flagged for review
02047f93-c067-466c-bfe4-86aa13159bb6,AADHAAR-SYN-5687-4200-7205,Sudarshan Sandhu,Sudarshan,Sandhu,Male,1962-01-11,64,Kanakore,Uttar Pradesh,Auto Rickshaw Driver,sudarshan.sandhu@gmail.com,married,c3a13323-80bd-4980-88fa-0640930c0f7b,head,
e4010384-07c4-4d81-949e-736705cb2d90,AADHAAR-SYN-7211-2359-0002,Vaibhav Sandhu,Vaibhav,Sandhu,Male,1995-11-27,31,Kanakore,Uttar Pradesh,Bank Employee,vaibhav.thakur19@gmail.com,single,c3a13323-80bd-4980-88fa-0640930c0f7b,child,Duplicate entry flagged for review
94516e6d-f485-41a5-894e-e76411f5cfd2,AADHAAR-SYN-5278-2675-6847,Krunal Sandhu,Krunal,Sandhu,Male,1995-09-19,31,Kanakore,Uttar Pradesh,Doctor,krunal.desai78@gmail.com,married,c3a13323-80bd-4980-88fa-0640930c0f7b,child,Record migrated from legacy system
0910e46c-ab9a-40dc-8582-da13d896490a,AADHAAR-SYN-2872-6598-7079,Anil Brar,Anil,Brar,Male,1998-02-04,28,Kanakore,Uttar Pradesh,Insurance Agent,anil.brar@gmail.com,divorced,10193559-cb13-4496-b38e-ce5bd874ab75,head,PAN verification pending
036484c0-7073-4f7d-96f0-9d0dda8c0830,AADHAAR-SYN-2303-2905-4011,Vishal Brar,Vishal,Brar,Male,1999-10-03,27,Kanakore,Uttar Pradesh,Scrap Dealer,vishal.sheikh2@icloud.com,married,10193559-cb13-4496-b38e-ce5bd874ab75,spouse,PAN verification pending
365d98c7-5be7-435e-bbae-6e9408ec99fc,AADHAAR-SYN-0279-8530-8642,Atharva Brar,Atharva,Brar,Male,2001-08-04,25,Kanakore,Uttar Pradesh,Fisherman,atharva.srinivasan@hotmail.com,single,10193559-cb13-4496-b38e-ce5bd874ab75,sibling,
e0b2c474-05fc-4a41-99d8-f9d2a4f59b15,AADHAAR-SYN-5965-3591-5747,Aarush Joshi,Aarush,Joshi,Male,1984-02-09,42,Kanakore,Uttar Pradesh,Journalist,,divorced,3be76c35-9c0f-4e52-aac0-32749d2d9f1a,head,
618ecf13-0dc8-4bda-b803-3541b141a1a8,AADHAAR-SYN-7015-8409-7079,Aryan Khatri,Aryan,Khatri,Male,1952-02-05,74,Hirethogaleri,Karnataka,Weaver,aryan.khatri@gmail.com,divorced,ca433659-afbe-4d2d-8bf0-78b912f5935c,head,Duplicate entry flagged for review
402083c8-4ed6-47fd-8bd5-1935ea2cf801,AADHAAR-SYN-3752-3634-7995,Kalyani Sanyal,Kalyani,Sanyal,Female,1959-03-14,67,Hirethogaleri,Karnataka,Tailor,kalyani.sanyal@gmail.com,married,ca433659-afbe-4d2d-8bf0-78b912f5935c,spouse,Voter ID linked
c2e906a2-8054-4d36-ae64-498a6d228acd,AADHAAR-SYN-2536-1375-8880,Lakshman Rao,Lakshman,Rao,Male,1980-03-20,46,Hirethogaleri,Karnataka,Accountant,lakshman.rao@gmail.com,married,ca433659-afbe-4d2d-8bf0-78b912f5935c,child,Duplicate entry flagged for review
f2695f78-c3b4-4285-937d-14c51fe2ecc0,AADHAAR-SYN-2577-1948-3822,Tarini Sharma,Tarini,Sharma,Female,1991-07-03,35,Hirethogaleri,Karnataka,Tailor,tarini.sharma@aol.com,married,ca433659-afbe-4d2d-8bf0-78b912f5935c,child,
bc53cc23-3113-4b36-91a0-845bb33e8f55,AADHAAR-SYN-8631-1550-1069,Vrinda Oberoi,Vrinda,Oberoi,Female,2003-10-17,23,Hirethogaleri,Karnataka,Delivery Executive,vrinda.oberoi63@comcast.net,single,ca433659-afbe-4d2d-8bf0-78b912f5935c,child,
387dd86b-e4bf-4078-8e6c-58b01a334de2,AADHAAR-SYN-7805-8351-8631,Nikunj Sheikh,Nikunj,Sheikh,Male,1996-10-08,30,Hirethogaleri,Karnataka,Journalist,nikunj.sheikh22@me.com,single,5f678a19-ad0e-43aa-bba2-4aabcc6a2b06,head,
a5ae5e74-58f0-41c4-a661-a7d6740a7ed4,AADHAAR-SYN-0139-3719-5550,Tanmay Sheikh,Tanmay,Sheikh,Male,2001-10-13,25,Hirethogaleri,Karnataka,Postal Worker,tanmay.kaul73@gmail.com,married,5f678a19-ad0e-43aa-bba2-4aabcc6a2b06,spouse,
2a0fc983-2196-4f12-8630-2ebaeeccb756,AADHAAR-SYN-9352-5317-5955,Ashish Oberoi,Ashish,Oberoi,Male,1979-12-26,47,Hirethogaleri,Karnataka,Mechanic,ashish.oberoi@gmail.com,married,e541661f-9acc-47d9-8578-6afac82d1334,head,
527acfb6-d569-437a-93dd-9ffe15d94950,AADHAAR-SYN-4261-1835-2365,Lakshman Sarkar,Lakshman,Sarkar,Male,1980-11-21,46,Hirethogaleri,Karnataka,Carpenter,lakshman.sarkar@icloud.com,married,e541661f-9acc-47d9-8578-6afac82d1334,spouse,Duplicate entry flagged for review
06514163-b3cc-4dc6-a43c-55f2ea34bc43,AADHAAR-SYN-3170-2243-5449,Praful Kamath,Praful,Kamath,Male,1963-06-04,63,Kotekere,Karnataka,Bank Employee,praful.kamath@gmail.com,married,9f502c49-0144-4cd6-899a-3bde0c6cfee9,head,
f838506b-3505-4556-8b85-9a857869ed03,AADHAAR-SYN-2766-9040-6412,Manjari Kamath,Manjari,Kamath,Female,1976-05-17,50,Kotekere,Karnataka,Postal Worker,manjari.pai@gmail.com,married,9f502c49-0144-4cd6-899a-3bde0c6cfee9,spouse,
42264fbd-e6e7-47a8-9897-1ac8b15c07f2,AADHAAR-SYN-9480-2525-0192,Chetan Kamath,Chetan,Kamath,Male,2002-02-14,24,Kotekere,Karnataka,Chef,chetan.more@gmail.com,single,9f502c49-0144-4cd6-899a-3bde0c6cfee9,child,Duplicate entry flagged for review
1c479091-d21c-46dd-b2c9-7d67d08ace60,AADHAAR-SYN-0321-0756-6774,Vineet Patil,Vineet,Patil,Male,1976-06-12,50,Kotekere,Karnataka,Hotel Staff,vineet.patil@gmail.com,married,51930cfd-7d26-4284-8ec1-20d8cc84c717,head,Duplicate entry flagged for review
66608c82-c95e-449d-8483-39e9876092a0,AADHAAR-SYN-7539-9644-6825,Pallav Patil,Pallav,Patil,Male,1992-10-17,34,Kotekere,Karnataka,Scrap Dealer,pallav.oberoi@usbank.com,married,51930cfd-7d26-4284-8ec1-20d8cc84c717,child,
4e7651fa-c02e-4975-bb70-adc930205277,AADHAAR-SYN-7178-8486-1278,Sonam Patil,Sonam,Patil,Female,2004-02-16,22,Kotekere,Karnataka,Salesperson,sonam.mazumdar31@gmail.com,single,51930cfd-7d26-4284-8ec1-20d8cc84c717,child,PAN verification pending
40cfbda6-b1c7-4b40-8fa3-77ace961ab24,AADHAAR-SYN-8409-6200-1451,Anaya Bansal,Anaya,Bansal,Female,1961-05-17,65,Ilanganathapuram,Tamil Nadu,Auto Rickshaw Driver,anaya.bansal92@gmail.com,widowed,b21769a0-ef15-4bdc-865d-ee012a7660d5,head,
7687600b-959e-4487-a3a7-959d6372507d,AADHAAR-SYN-3118-0922-5367,Monika Bansal,Monika,Bansal,Female,1969-09-15,57,Ilanganathapuram,Tamil Nadu,Government Clerk,monika.subramaniam@gmail.com,married,b21769a0-ef15-4bdc-865d-ee012a7660d5,spouse,
6180b099-5e5e-4247-9219-81bf4309f50f,AADHAAR-SYN-9424-9806-5781,Rishabh Bansal,Rishabh,Bansal,Male,1974-07-12,52,Ilanganathapuram,Tamil Nadu,Commission Agent,rishabh.mishra@gmail.com,married,b21769a0-ef15-4bdc-865d-ee012a7660d5,sibling,PAN verification pending
cdaf9c5b-f993-46eb-88fb-56494817caf5,AADHAAR-SYN-0550-1075-6136,Karan Sundaram,Karan,Sundaram,Male,1982-07-16,44,Ilanganathapuram,Tamil Nadu,Government Clerk,karan.sundaram@icloud.com,single,1e495ec4-8b5b-4b5b-89b8-7dd54e0bf740,head,Voter ID linked
20035217-804f-4244-938b-6dcdc1b2df96,AADHAAR-SYN-1449-3853-3405,Vidya More,Vidya,More,Female,1991-02-26,35,Ilanganathapuram,Tamil Nadu,Auto Rickshaw Driver,vidya.more@charter.net,married,7e607303-d57b-4a87-8bb5-ea37f7b80370,head,
b15ad228-a32d-473e-bae4-4b97bf0674fc,AADHAAR-SYN-8921-4355-8167,Tarun Senapati,Tarun,Senapati,Male,1978-09-02,48,Kavuru,Andhra Pradesh,Fisherman,tarun.senapati56@icloud.com,married,8ea6c476-199d-492f-ad1c-dbd0e4acecad,head,
9e91566e-547b-4a3e-bf4f-93b2009cf7a7,AADHAAR-SYN-6107-0775-9905,Dharmesh Senapati,Dharmesh,Senapati,Male,1991-11-15,35,Kavuru,Andhra Pradesh,School Teacher,dharmesh.mohapatra@gmail.com,married,8ea6c476-199d-492f-ad1c-dbd0e4acecad,spouse,
abc5ab19-c7e7-4c37-9d41-c45340e95ead,AADHAAR-SYN-7924-9322-9872,Naresh Senapati,Naresh,Senapati,Male,1994-02-09,32,Kavuru,Andhra Pradesh,Police Constable,naresh.srinivasan36@gmail.com,single,8ea6c476-199d-492f-ad1c-dbd0e4acecad,child,
ac1873db-e2c2-4464-8a87-8fe558f2f8af,AADHAAR-SYN-1683-9958-7955,Ashok Khatri,Ashok,Khatri,Male,1983-02-17,43,Kavuru,Andhra Pradesh,Shopkeeper,ashok.khatri@gmail.com,divorced,2558752c-f4d7-4675-91e5-4962d136342e,head,
0e74ec29-e190-4c6b-8017-3e9a3bcceae9,AADHAAR-SYN-8635-4816-6029,Vineet Khatri,Vineet,Khatri,Male,1990-07-05,36,Kavuru,Andhra Pradesh,Chef,vineet.nayak18@gmail.com,married,2558752c-f4d7-4675-91e5-4962d136342e,spouse,Voter ID linked
bbe223dd-54f5-4b81-bb1c-a1081fb54155,AADHAAR-SYN-7820-9365-0373,Vishnu Khatri,Vishnu,Khatri,Male,1998-05-22,28,Kavuru,Andhra Pradesh,Software Engineer,vishnu.agarwal@icloud.com,married,2558752c-f4d7-4675-91e5-4962d136342e,sibling,
6a1283af-84b5-4565-a0e7-97130cd549b6,AADHAAR-SYN-2264-1826-4901,Parth Dasgupta,Parth,Dasgupta,Male,2002-07-07,24,Kavuru,Andhra Pradesh,Doctor,,married,b6c8afa4-2892-4d85-b1c1-0ef683b507b2,head,
78a2e477-1305-49c2-8f50-8faf907b9166,AADHAAR-SYN-4770-6106-0850,Ayesha Pandit,Ayesha,Pandit,Female,1962-12-25,64,Barooki,Uttar Pradesh,Software Engineer,ayesha.pandit35@gmail.com,married,2fa94411-290b-4065-8de7-a61d72b98fb3,head,Voter ID linked
aaceacbf-d61d-4620-ab46-83087aaa29d8,AADHAAR-SYN-5894-4887-5628,Vikas Pandit,Vikas,Pandit,Male,1981-10-04,45,Barooki,Uttar Pradesh,Accountant,vikas.arora91@google.com,widowed,2fa94411-290b-4065-8de7-a61d72b98fb3,child,
161c6207-8a06-40d6-8b33-a89d9df56019,AADHAAR-SYN-9244-2695-0001,Dhruv Pandit,Dhruv,Pandit,Male,1987-11-14,39,Barooki,Uttar Pradesh,Salesperson,dhruv.arora@icloud.com,married,2fa94411-290b-4065-8de7-a61d72b98fb3,child,
02d32b3c-04cd-4db2-87d1-eaea9c739f75,AADHAAR-SYN-5060-7276-2826,Nilesh Rahman,Nilesh,Rahman,Male,1976-11-21,50,Barooki,Uttar Pradesh,Real Estate Broker,,married,cb894a0f-15db-4c18-9b56-5174162d9c30,head,
d131ae7c-bda2-4345-955c-d52d07ba9628,AADHAAR-SYN-9123-5064-3809,Rohit Rahman,Rohit,Rahman,Male,1988-02-23,38,Barooki,Uttar Pradesh,Postal Worker,rohit.saxena@icloud.com,married,cb894a0f-15db-4c18-9b56-5174162d9c30,spouse,Voter ID linked
29e44cfd-7d35-4a04-ae90-6fdf73acc416,AADHAAR-SYN-2302-3921-8743,Sourav Rahman,Sourav,Rahman,Male,1994-02-27,32,Barooki,Uttar Pradesh,Electronics Dealer,sourav.anand11@gmail.com,single,cb894a0f-15db-4c18-9b56-5174162d9c30,child,
523ea870-f694-4000-b6cb-3aa01ccf0256,AADHAAR-SYN-8575-3460-2682,Harish Bose,Harish,Bose,Male,1958-11-08,68,Kanheypur,Uttar Pradesh,Graphic Designer,harish.bose29@outlook.com,married,c2a10cc5-a198-4ca9-9d9c-bbe9c4d15687,head,
9e06fe90-cc0f-4d29-a333-71db6bb4e93b,AADHAAR-SYN-7224-7064-9214,Chandra Sidhu,Chandra,Sidhu,Female,1983-03-28,43,Kanheypur,Uttar Pradesh,Mechanic,chandra.sidhu@gmail.com,single,c2a10cc5-a198-4ca9-9d9c-bbe9c4d15687,child,
973cebb0-1042-4b79-b897-52b8f242fdd0,AADHAAR-SYN-9192-0222-2105,Satish Thapar,Satish,Thapar,Male,1984-08-06,42,Kanheypur,Uttar Pradesh,Tailor,satish.thapar@gmail.com,married,435a48dd-515e-48b7-8e18-6b10ac4e29b0,head,Address updated 2023
5bc60a72-9ca2-4286-abac-b1a53de9213b,AADHAAR-SYN-0853-6772-0831,Anuj Kelkar,Anuj,Kelkar,Male,1958-01-01,68,Kanheypur,Uttar Pradesh,Carpenter,anuj.kelkar@gmail.com,married,7728c8eb-c4fb-4a32-9200-43ac77f03bfc,head,Aadhaar mobile number update pending
529f1844-c431-4bc7-a8c3-5b0a51686cf6,AADHAAR-SYN-4346-3924-7225,Dhairya Kelkar,Dhairya,Kelkar,Male,1982-07-01,44,Kanheypur,Uttar Pradesh,Weaver,dhairya.dutta@icloud.com,married,7728c8eb-c4fb-4a32-9200-43ac77f03bfc,child,Voter ID linked
2b92dc90-26ff-4b25-bf43-9b155def5ad9,AADHAAR-SYN-3358-4507-4544,Meena Kelkar,Meena,Kelkar,Female,1995-02-13,31,Kanheypur,Uttar Pradesh,Graphic Designer,meena.pathan@yahoo.com,married,7728c8eb-c4fb-4a32-9200-43ac77f03bfc,child,Aadhaar mobile number update pending
825b63c0-8024-4b8e-ad8b-ddd86a46aade,AADHAAR-SYN-9673-1228-9223,Vinay Naidu,Vinay,Naidu,Male,1992-04-13,34,Kanheypur,Uttar Pradesh,Carpenter,vinay.naidu@icloud.com,married,4dd86b46-9d28-4188-bc86-a903f2d2be61,head,
8fd08e64-c063-499c-af5b-51269bcd43f7,AADHAAR-SYN-7665-4844-3309,Anirudh Parida,Anirudh,Parida,Male,1963-03-08,63,Jakhirpur,West Bengal,College Student,anirudh.parida@icloud.com,married,a3abfaf9-2d71-4c51-92f9-06f48f5cbb3c,head,
f5ccfff3-9b4a-4b30-95e5-a33fd35ae728,AADHAAR-SYN-3512-6865-0038,Celina Thakkar,Celina,Thakkar,Female,1972-07-02,54,Jakhirpur,West Bengal,Shopkeeper,celina.thakkar@gmail.com,married,a3abfaf9-2d71-4c51-92f9-06f48f5cbb3c,spouse,Address updated 2023
8b757dbf-7f08-45b8-ab5a-9e0756ca323b,AADHAAR-SYN-7537-4703-6193,Surekha Sheikh,Surekha,Sheikh,Female,1973-12-23,53,Jakhirpur,West Bengal,Civil Engineer,surekha.sheikh29@outlook.com,married,a3abfaf9-2d71-4c51-92f9-06f48f5cbb3c,sibling,
b2529da0-eb36-46da-af28-d4fa4be0d1fa,AADHAAR-SYN-9117-2874-8269,Narmada Behera,Narmada,Behera,Female,1984-02-01,42,Jakhirpur,West Bengal,Graphic Designer,narmada.behera@gmail.com,married,a3abfaf9-2d71-4c51-92f9-06f48f5cbb3c,child,
555b36f8-b3e3-4f2f-8561-ef408b0dfefd,AADHAAR-SYN-6385-1660-8413,Arpita Reddy,Arpita,Reddy,Female,1996-03-10,30,Jakhirpur,West Bengal,Weaver,arpita.reddy@gmail.com,married,a3abfaf9-2d71-4c51-92f9-06f48f5cbb3c,child,Record migrated from legacy system
4e79d6b2-10e4-43fd-a909-29c3ca1979d9,AADHAAR-SYN-9654-3512-9819,Ravi Naik,Ravi,Naik,Male,1951-06-01,75,Jakhirpur,West Bengal,Accountant,ravi.naik68@icloud.com,married,bd17bb6d-bd03-4309-83d6-15b08b25e0a2,head,
b18f2195-fcf3-41ca-8018-a6fdb26f816e,AADHAAR-SYN-1574-9759-2854,Anjana Nair,Anjana,Nair,Female,1992-07-09,34,Jakhirpur,West Bengal,Plumber,,married,bd17bb6d-bd03-4309-83d6-15b08b25e0a2,child,Address updated 2023
fa00070c-1deb-4b17-9387-7bd434ff75af,AADHAAR-SYN-3474-0293-6380,Uday Jaiswal,Uday,Jaiswal,Male,2003-09-02,23,Jakhirpur,West Bengal,Security Guard,uday.jaiswal@icloud.com,single,bd17bb6d-bd03-4309-83d6-15b08b25e0a2,child,PAN verification pending
4e9ea036-b400-4a88-abbe-22e87b375b0e,AADHAAR-SYN-1795-7712-5273,Sarthak Sen,Sarthak,Sen,Male,1950-06-28,76,Enamakkal,Kerala,Bank Employee,sarthak.sen@gmail.com,married,e63f1293-255b-4bd2-afd9-04b3e1cfedc8,head,
8c882969-3001-466c-af7c-b7b2591a2d92,AADHAAR-SYN-2341-8358-9459,Rohan Naik,Rohan,Naik,Male,1952-07-16,74,Enamakkal,Kerala,Mechanic,rohan.naik15@gmail.com,married,e63f1293-255b-4bd2-afd9-04b3e1cfedc8,spouse,
525dc8ea-7f8b-4a01-bae5-dae70b6a2251,AADHAAR-SYN-0812-3514-6680,Veer Kapoor,Veer,Kapoor,Male,1962-04-02,64,Enamakkal,Kerala,Fisherman,veer.kapoor74@icloud.com,married,e63f1293-255b-4bd2-afd9-04b3e1cfedc8,sibling,Aadhaar mobile number update pending
62315156-5532-40e8-b8ee-9779414a9ef3,AADHAAR-SYN-0714-5077-1413,Ajit Verma,Ajit,Verma,Male,2006-06-06,20,Enamakkal,Kerala,Plumber,ajit.verma@icloud.com,single,e63f1293-255b-4bd2-afd9-04b3e1cfedc8,child,
ba5cc659-476a-47fb-82eb-b6c627de48b3,AADHAAR-SYN-2914-0816-4603,Jagdish Gaikwad,Jagdish,Gaikwad,Male,1965-08-04,61,Sarati,Maharashtra,Librarian,jagdish.gaikwad52@gmail.com,married,bd9e404e-38e1-4dc4-8bae-f9a1df114a25,head,
adf16393-c7a6-4f42-8b5e-3db642c8a568,AADHAAR-SYN-1210-2490-3015,Uday Gaikwad,Uday,Gaikwad,Male,1984-12-09,42,Sarati,Maharashtra,Carpenter,,divorced,bd9e404e-38e1-4dc4-8bae-f9a1df114a25,child,
56d83d91-02ed-4428-a8d4-eac94031d5b7,AADHAAR-SYN-5204-1817-9591,Vinay Gaikwad,Vinay,Gaikwad,Male,1995-07-11,31,Sarati,Maharashtra,Insurance Agent,vinay.deshmukh@gmail.com,single,bd9e404e-38e1-4dc4-8bae-f9a1df114a25,child,
9bfb83ac-4338-41a1-b26f-687bdfee0cf9,AADHAAR-SYN-2782-8393-6195,Vikas Gokhale,Vikas,Gokhale,Male,1984-10-20,42,Sarati,Maharashtra,Nurse,vikas.gokhale11@gmail.com,married,5c9c191b-cd74-4570-b44d-e1edc74d5af6,head,
b1b779b4-5091-4564-805b-d31ec6cfe9f5,AADHAAR-SYN-0172-0342-4731,Bipasha Gokhale,Bipasha,Gokhale,Female,2003-09-16,23,Sarati,Maharashtra,Accountant,,married,5c9c191b-cd74-4570-b44d-e1edc74d5af6,child,Voter ID linked
8e7036d8-068e-45e6-85e7-b69f35576102,AADHAAR-SYN-0401-2745-9877,Yogesh Sachdeva,Yogesh,Sachdeva,Male,1983-12-14,43,Sarati,Maharashtra,Homemaker,yogesh.sachdeva@icloud.com,married,e59d513a-f10e-4b22-95ba-a8ad18aadf15,head,
a03b73ff-9a95-4bea-a36a-497f37f39d37,AADHAAR-SYN-8453-2390-4649,Arjun Panicker,Arjun,Panicker,Male,1987-03-14,39,Nandol,Odisha,Plumber,arjun.panicker@microsoft.com,divorced,c7a27d10-8075-45f0-a820-c66bc304bfb2,head,
a4ad408f-0973-4f17-9bd6-5f598a9c5a41,AADHAAR-SYN-2600-8350-3289,Rajiv Panicker,Rajiv,Panicker,Male,2003-08-24,23,Nandol,Odisha,Accountant,,single,c7a27d10-8075-45f0-a820-c66bc304bfb2,child,Voter ID linked
55c7e73b-4bbd-4d2d-a932-913744d8a3ea,AADHAAR-SYN-5742-2474-9564,Jyoti Parthasarathy,Jyoti,Parthasarathy,Female,1962-12-24,64,Nandol,Odisha,Shopkeeper,jyoti.parthasarathy@chubb.com,married,ab3e2113-6627-4a74-8dad-cb959631d8b4,head,
cb7a749b-fa92-4836-9041-667db6a80d37,AADHAAR-SYN-4798-8926-5369,Shankar Parthasarathy,Shankar,Parthasarathy,Male,1964-01-18,62,Nandol,Odisha,Journalist,shankar.siddiqui@hotmail.com,married,ab3e2113-6627-4a74-8dad-cb959631d8b4,spouse,Voter ID linked
3e19e0f0-414a-478b-9bf2-fb43ae18a350,AADHAAR-SYN-7003-4155-5239,Shreyas Parthasarathy,Shreyas,Parthasarathy,Male,1969-11-22,57,Nandol,Odisha,Government Clerk,shreyas.shaikh@outlook.com,widowed,ab3e2113-6627-4a74-8dad-cb959631d8b4,sibling,Aadhaar mobile number update pending
206e62b7-2142-494b-81be-c598b86ae658,AADHAAR-SYN-0944-9241-2801,Mahesh Parthasarathy,Mahesh,Parthasarathy,Male,1982-12-02,44,Nandol,Odisha,Delivery Executive,mahesh.sachdeva@gmail.com,married,ab3e2113-6627-4a74-8dad-cb959631d8b4,child,
e228f70b-f4ba-49b3-b3b9-7c2d9105f2cc,AADHAAR-SYN-2681-5930-0860,Yash Parthasarathy,Yash,Parthasarathy,Male,1988-09-03,38,Nandol,Odisha,Mechanic,yash.agarwal@gmail.com,single,ab3e2113-6627-4a74-8dad-cb959631d8b4,child,Aadhaar mobile number update pending
19538c5b-abb6-4310-934d-acd94ad76432,AADHAAR-SYN-7324-6238-9769,Ajay Pandey,Ajay,Pandey,Male,1985-08-20,41,Nandol,Odisha,Journalist,ajay.pandey67@gmail.com,married,c6c84f6b-5036-4247-8e51-4fd332881a0d,head,Record migrated from legacy system
3824d6e6-6a09-494c-b598-b43f0acedc19,AADHAAR-SYN-2411-4198-4845,Ravi Narayanan,Ravi,Narayanan,Male,1972-06-23,54,Alas,Maharashtra,Pharmacist,ravi.narayanan@icloud.com,married,20f896d0-7dd2-433d-b2bc-e1404243281d,head,PAN verification pending
d6f3793a-5b8e-45ed-b2ce-b01f0ceffea3,AADHAAR-SYN-6626-1282-0088,Aadi Narayanan,Aadi,Narayanan,Male,1988-02-07,38,Alas,Maharashtra,Plumber,aadi.gupta12@gmail.com,single,20f896d0-7dd2-433d-b2bc-e1404243281d,child,Aadhaar mobile number update pending
4a2c443a-ac5b-475a-8418-5e2f8033b25e,AADHAAR-SYN-0893-9142-3998,Amit Narayanan,Amit,Narayanan,Male,2005-08-25,21,Alas,Maharashtra,College Student,amit.menon@gmail.com,single,20f896d0-7dd2-433d-b2bc-e1404243281d,child,Voter ID linked
ba17b826-5d57-4eaf-9f44-6207f6f5c104,AADHAAR-SYN-1506-5331-8403,Shailesh Narayanan,Shailesh,Narayanan,Male,2008-07-06,18,Alas,Maharashtra,College Student,shailesh.kelkar@icloud.com,single,20f896d0-7dd2-433d-b2bc-e1404243281d,child,
d38b4c7b-07f2-4d42-b1c9-2ce4aa58d814,AADHAAR-SYN-9781-4932-6626,Indu More,Indu,More,Female,1977-03-04,49,Alas,Maharashtra,Delivery Executive,indu.more@gmail.com,married,de859c39-036e-49c6-9ab5-e288207276ea,head,PAN verification pending
dd685174-79f5-41c4-aae0-359e85ce3bf4,AADHAAR-SYN-7166-7824-8955,Yogesh Bhardwaj,Yogesh,Bhardwaj,Male,1991-02-24,35,Alas,Maharashtra,Pharmacist,yogesh.bhardwaj82@icloud.com,married,de859c39-036e-49c6-9ab5-e288207276ea,spouse,
350bb542-e27a-4b06-8d0d-59a89b7aee0d,AADHAAR-SYN-7751-2285-5583,Reyansh Dubey,Reyansh,Dubey,Male,2008-05-18,18,Alas,Maharashtra,College Student,reyansh.dubey@google.com,single,de859c39-036e-49c6-9ab5-e288207276ea,child,Duplicate entry flagged for review
d24a0454-0ea7-4723-a04e-8a885e6806fd,AADHAAR-SYN-6075-2769-0505,Rohini Goyal,Rohini,Goyal,Female,1980-05-07,46,Ramnagar Shibpur,West Bengal,Accountant,,married,0b6af571-1703-4e74-9f36-a2c2f1ccca75,head,
064b6d4b-a2f0-4c7b-ab20-06ef150cdd64,AADHAAR-SYN-6483-3147-0186,Amar Goyal,Amar,Goyal,Male,1983-10-05,43,Ramnagar Shibpur,West Bengal,Delivery Executive,amar.kapoor@outlook.com,married,0b6af571-1703-4e74-9f36-a2c2f1ccca75,spouse,Record migrated from legacy system
cf865f6e-eb7f-4aa2-8d15-965cca44e970,AADHAAR-SYN-6018-6268-6235,Karuna Goyal,Karuna,Goyal,Female,1999-09-19,27,Ramnagar Shibpur,West Bengal,Tailor,karuna.deshpande@gmail.com,married,0b6af571-1703-4e74-9f36-a2c2f1ccca75,child,
80da745f-cc99-4767-9335-74f9ecd36697,AADHAAR-SYN-0789-5728-5815,Vihaan Sethi,Vihaan,Sethi,Male,1961-09-11,65,Ramnagar Shibpur,West Bengal,Auto Rickshaw Driver,vihaan.sethi59@gmail.com,widowed,e2046eab-9ed6-475f-b209-00abda64676d,head,
6d26f19a-9981-40fc-93ed-1e1dc7c3524f,AADHAAR-SYN-1214-8038-5327,Yashoda Sethi,Yashoda,Sethi,Female,1969-05-14,57,Ramnagar Shibpur,West Bengal,Fisherman,yashoda.shankar@gmail.com,married,e2046eab-9ed6-475f-b209-00abda64676d,spouse,Address updated 2023
32b159f3-f478-46d6-aa6a-03021686627b,AADHAAR-SYN-0396-7195-7849,Omkar Sethi,Omkar,Sethi,Male,1991-08-20,35,Ramnagar Shibpur,West Bengal,Farmer,omkar.gupta97@icloud.com,married,e2046eab-9ed6-475f-b209-00abda64676d,child,
130735e0-f344-47b9-8b46-af6035701d4f,AADHAAR-SYN-4061-2284-9354,Arun Sethi,Arun,Sethi,Male,1995-12-10,31,Ramnagar Shibpur,West Bengal,Journalist,arun.tiwari@oracle.com,single,e2046eab-9ed6-475f-b209-00abda64676d,child,
5bcb225e-4890-467c-bc95-b8356508649d,AADHAAR-SYN-6145-0425-5921,Kartik Sethi,Kartik,Sethi,Male,2006-03-04,20,Ramnagar Shibpur,West Bengal,College Student,kartik.bhardwaj@outlook.com,single,e2046eab-9ed6-475f-b209-00abda64676d,child,
45fde464-2062-4c6b-8c6d-947c4580b94d,AADHAAR-SYN-0259-7759-9220,Nikunj Srivastava,Nikunj,Srivastava,Male,1947-11-26,79,Ramnagar Shibpur,West Bengal,Librarian,nikunj.srivastava@gmail.com,divorced,20381016-705f-42be-89de-d4284dfc9055,head,
